"","Symbol","HET_ZN_E138_17_S23_rev.normalised","HET_ZN_E141_15_S21_rev.normalised","HET_ZN_E142_19_S25_rev.normalised","HET_ZN_E181_23_S29_rev.normalised","HET_ZN_E54_3_S9_rev.normalised","HET_ZN_E55_7_S13_rev.normalised","HET_ZN_E79_11_S17_rev.normalised","WT_ZN_E158_21_S27_rev.normalised","WT_ZN_E56_1_S7_rev.normalised","WT_ZN_E81_5_S11_rev.normalised","WT_ZN_E82_9_S15_rev.normalised","WT_ZN_E83_13_S19_rev.normalised","gene_symbol"
"34031","Lsr",140.3,159.6,121.7,228,112.9,160.5,105.1,128.3,180.8,83.9,168.1,151.8,"LSR"
"34032","Lss",785.1,950.2,804.3,921.9,846,695.3,697.6,723.3,714.2,642.5,672.5,696.2,"LSS"
"34033","Lst1",22.8,16.4,14.8,20.3,26.7,27.6,18.4,20.9,30.5,7,26.8,28,"LST1"
"34034","Lta",2.8,2.2,1.8,7.3,2.4,0,5.5,2,1,9,1.2,1.9,"LTA"
"34035","Lta4h",611.6,679,459.3,584.3,620.3,625.1,735.4,481.5,606.5,654.5,665.2,636.2,"LTA4H"
"34036","Ltb",4.7,4.4,5.5,2.4,12.1,14.9,16.6,5,12.2,6,4.9,9.7,"LTB"
"34037","Ltb4r1",1.9,0,0,0.8,1.2,2.1,0,0,2,0,2.4,1,"LTB4R1"
"34038","Ltb4r2",0.9,0,0,0,0,0,0,0,3,2,1.2,0,"LTB4R2"
"34039","Ltbp1",138.4,125.7,173.4,218.3,75.3,87.2,134.6,175.1,121.9,102.9,106,127.6,"LTBP1"
"34040","Ltbp2",8.5,1.1,3.7,8.1,3.6,7.4,4.6,1,18.3,4,7.3,1.9,"LTBP2"
"34041","Ltbp3",1106.5,1366.8,991.5,1868.2,1012.3,1225.8,829.4,783,1089,899.3,1066,1281.2,"LTBP3"
"34042","Ltbp4",2055.7,2009.7,1829.9,2674.8,2090.2,2528.2,2261.6,1703.2,1993.2,1912.5,2424.5,2091.5,"LTBP4"
"34043","Ltbr",196.3,258,166.9,333.5,191.8,276.4,187.1,149.2,221.5,232.8,227.8,231.1,"LTBR"
"34044","Ltc4s",82.5,176,37.8,155.8,77.7,146.7,56.2,15.9,72.1,53,162,73.5,"LTC4S"
"34045","Ltf",9.5,6.6,1.8,1.6,1.2,6.4,1.8,0,4.1,0,3.7,11.6,"LTF"
"34046","Ltk",571.8,391.4,234.3,382.2,483.1,509.2,520.7,295.5,683.7,462.6,497.1,378.1,"LTK"
"34047","Ltn1",850.5,872.5,859.6,607,818.1,630.4,900.4,807.8,750.7,818.4,823.6,865.4,"LTN1"
"34048","Ltv1",364.1,405.7,400.3,387.9,348.4,376.4,387.1,355.2,372.8,350.7,400.8,310.4,"LTV1"
"34049","Luc7l",1965.6,2070.9,1917.5,1724.5,2053.8,1788.2,2238.6,1824.6,1962.7,1773.6,2167.4,1896.2,"LUC7L"
"34050","Luc7l2",4235.5,4197.6,6230.3,4353.9,5111.5,4428,5383,6277.7,4863.1,3808,5079.3,4415.1,"LUC7L2"
"34051","Luc7l3",3974.8,3749.3,6556.8,4199.7,4476.6,4001.7,4490,7207.9,5020.6,4012.9,4236.2,3781.7,"LUC7L3"
"34052","Lum",108.1,124.6,72.9,103.1,42.5,78.7,69.1,34.8,45.7,47,45.1,111.2,"LUM"
"34053","Lurap1",471.2,476.7,458.4,417.9,410.3,377.4,435,439.7,548.6,392.7,382.6,468,"LURAP1"
"34054","Lurap1l",390.7,332.4,344,238.6,349.6,373.2,320.7,340.2,366.7,321.7,397.2,389.7,"LURAP1L"
"34055","Luzp1",2395.1,2161.7,2385.1,2321.8,2183.7,1638.3,1688.4,2106.2,1755.5,2050.4,1632.6,2300.4,"LUZP1"
"34056","Luzp2",2473.8,2215.3,2740.2,2024.8,2574.5,1683,2639.5,3164.7,2265.4,2109.4,1767.8,2278.1,"LUZP2"
"34057","Luzp4",0,0,0,0,0,0,0,0,0,0,0,0,"LUZP4"
"34058","Lvrn",0,1.1,0,0.8,0,0,0,0,0,3,0,0,"LVRN"
"34059","Lxn",989.9,955.6,1541.2,1378.8,1094.9,1179,988,1279.4,1161.2,1314,960.1,933.1,"LXN"
"34060","Ly6a",325.2,192.4,173.4,290.5,264.6,294.5,294,261.7,524.2,167.9,248.5,202.1,"LY6A"
"34061","Ly6c1",541.4,416.6,651.2,693.1,636,610.2,517.9,801.9,711.1,450.6,509.3,478.6,"LY6C1"
"34062","Ly6c2",1.9,3.3,1.8,7.3,1.2,0,0,6,3,0,2.4,0,"LY6C2"
"34063","Ly6d",0,1.1,0,0,3.6,0,0.9,2,0,0,0,0,"LY6D"
"34064","Ly6e",4816.8,4100.3,5704.6,6531.3,5951.4,6838.2,5160,5395.2,5065.3,6034.3,5561.7,4920.8,"LY6E"
"34065","Ly6f",0,0,0,0,0,0,0,0,0,0,0,0,"LY6F"
"34066","Ly6g",0.9,0,0,0,0,0,0,0,0,0,0,0,"LY6G"
"34067","Ly6g5b",4.7,6.6,5.5,9.7,8.5,11.7,3.7,2,10.2,2,4.9,5.8,"LY6G5B"
"34068","Ly6g5c",0,0,0,0,0,2.1,0,0,0,0,0,1.9,"LY6G5C"
"34069","Ly6g6c",0.9,0,0,0,0,0,0,0,0,2,0,0,"LY6G6C"
"34070","Ly6g6d",7.6,5.5,4.6,2.4,4.9,14.9,12.9,9.9,7.1,15,4.9,5.8,"LY6G6D"
"34071","Ly6g6e",55.9,45.9,50.7,150.9,60.7,51,31.3,82.6,102.6,70.9,50,39.6,"LY6G6E"
"34072","Ly6g6f",12.3,15.3,8.3,13,8.5,14.9,13.8,8,16.3,12,8.5,5.8,"LY6G6F"
"34073","Ly6h",3638.2,4099.2,3177.4,4963.4,4128.2,5477.3,5163.7,2921,4089,5423.8,4919.7,4444.1,"LY6H"
"34074","Ly6i",0,0,0,0,0,0,3.7,0,1,0,0,0,"LY6I"
"34075","Ly6k",0,3.3,0,2.4,6.1,0,0.9,2,2,1,0,1.9,"LY6K"
"34076","Ly6l",0,0,0,0,0,0,0,0,0,0,0,0,"LY6L"
"34077","Ly75",19.9,12,25.8,19.5,24.3,4.3,32.3,18.9,17.3,13,20.7,20.3,"LY75"
"34078","Ly86",250.3,270.1,283.2,237.8,308.3,437,299.5,175.1,198.1,232.8,247.3,198.2,"LY86"
"34079","Ly9",18,14.2,18.4,9.7,30.3,19.1,12.9,2,3,3,2.4,10.6,"LY9"
"34080","Ly96",16.1,25.1,34.1,21.1,20.6,18.1,26.7,14.9,32.5,20,28,16.4,"LY96"
"34081","Lyar",293,244.9,434.4,373.3,287.7,318.9,272.8,524.3,365.7,346.7,263.2,323,"LYAR"
"34082","Lyg1",0,0,0,0,0,0,0,0,0,0,0,0,"LYG1"
"34083","Lyg2",7.6,5.5,1.8,4.1,7.3,7.4,11.1,2,1,1,4.9,14.5,"LYG2"
"34084","Lyl1",34.1,35,28.6,38.1,46.1,67,47,31.8,48.8,38,48.7,30,"LYL1"
"34085","Lyn",121.4,126.8,109.8,119.3,104.4,113.8,138.2,89.5,93.5,86.9,110.9,105.4,"LYN"
"34086","Lynx1",9252.4,8649,9687.2,10016.8,9807.8,8748.6,7808.7,8380.9,8129.2,9661.5,7472.1,7910.6,"LYNX1"
"34087","Lypd1",1645.1,1938.6,2031,1795.1,2101.1,1864.8,2529.8,2189.7,1677.2,2208.3,2044.4,2049,"LYPD1"
"34088","Lypd2",2.8,3.3,0,5.7,0,2.1,0,1,1,2,0,1,"LYPD2"
"34089","Lypd3",0,0,2.8,0,0,0,0.9,0,0,0,0,0,"LYPD3"
"34090","Lypd4",0,0,0,0,0,1.1,0,0,0,0,0,0,"LYPD4"
"34091","Lypd5",0,0,0,0,0,0,0,0,0,0,0,0,"LYPD5"
"34092","Lypd6",435.2,383.8,542.3,387.9,462.5,325.3,343.8,529.3,413.5,462.6,348.4,430.3,"LYPD6"
"34093","Lypd6b",166.9,115.9,138.3,152.6,166.3,118,139.2,126.3,168.6,158.9,127.9,103.5,"LYPD6B"
"34094","Lypd8",0,0,0,3.2,1.2,1.1,1.8,3,1,0,9.7,1,"LYPD8"
"34095","Lypla1",282.6,266.8,301.6,214.2,216.1,227.5,287.5,262.6,232.6,187.9,275.3,251.4,"LYPLA1"
"34096","Lypla2",1806.3,1553.8,1134.5,1749.7,1802.5,2508,1839.5,1052.6,2042,2698.9,2211.3,1884.6,"LYPLA2"
"34097","Lyplal1",101.5,130.1,148.5,107.9,77.7,116.9,86.6,137.3,99.6,84.9,99.9,70.6,"LYPLAL1"
"34098","Lyrm1",223.8,207.7,300.7,199.6,174.8,151,163.1,272.6,235.7,190.9,181.5,180.8,"LYRM1"
"34099","Lyrm2",155.5,142.1,193.7,125.8,157.8,140.3,204.6,202,162.5,179.9,177.9,156.6,"LYRM2"
"34100","Lyrm4",378.3,391.4,356,381.4,418.8,418.9,435,370.1,462.2,397.7,409.4,352.9,"LYRM4"
"34101","Lyrm5",290.1,373.9,383.7,287.3,261,286,353.9,403.9,289.5,244.8,325.3,331.7,"LYRM5"
"34102","Lyrm7",242.7,215.4,377.2,290.5,308.3,305.1,244.2,392,261.1,286.8,246.1,256.2,"LYRM7"
"34103","Lyrm7os",0,0,0,0,0,1.1,0,0,0,0,0,0,"LYRM7OS"
"34104","Lyrm9",695,761,859.6,712.5,832.7,628.3,823,848.6,737.5,732.4,640.8,805.5,"LYRM9"
"34105","Lysmd1",86.3,77.6,55.3,85.2,80.1,106.3,66.4,53.7,72.1,97.9,87.7,99.6,"LYSMD1"
"34106","Lysmd2",814.5,739.2,775.7,818,859.4,923.9,754.8,726.3,894,880.3,860.1,767.8,"LYSMD2"
"34107","Lysmd3",153.6,165.1,205.7,190.7,154.2,122.3,143.8,252.7,170.7,168.9,145,176,"LYSMD3"
"34108","Lysmd4",634.3,671.4,605,676.8,647,693.2,634.1,654.6,644.1,678.5,667.7,658.5,"LYSMD4"
"34109","Lyst",1144.5,1280.4,1234.1,948.7,1202.9,963.2,1258,1043.6,899.1,1146.1,1105,1244.5,"LYST"
"34110","Lyve1",23.7,25.1,21.2,27.6,9.7,3.2,3.7,26.9,6.1,8,8.5,19.3,"LYVE1"
"34111","Lyz1",2.8,2.2,0,0,1.2,2.1,0,0,0,0,0,1.9,"LYZ1"
"34112","Lyz2",323.3,309.4,238,366.8,180.9,296.6,202.8,149.2,191,88.9,104.8,174,"LYZ2"
"34113","Lyzl1",0,0,0,0,0,0,0,0,0,0,0,0,"LYZL1"
"34114","Lyzl4",19.9,12,5.5,6.5,7.3,4.3,3.7,6,6.1,8,2.4,7.7,"LYZL4"
"34115","Lyzl4os",0,2.2,0,0,0,0,0,0,0,1,0,0,"LYZL4OS"
"34116","Lyzl6",0.9,0,0.9,0,0,0,0,0,0,0,0,0,"LYZL6"
"34117","Lzic",140.3,133.4,134.7,124.2,99.5,121.2,142.8,106.5,87.4,101.9,109.7,130.5,"LZIC"
"34118","Lztfl1",795.5,732.6,837.5,699.5,769.6,712.3,752,895.4,796.5,741.4,746.8,757.1,"LZTFL1"
"34119","Lztr1",3565.2,3234.3,2543.8,3165.8,3590.5,3885.8,3754.6,2403.6,3468.3,3897,3698.9,3543.8,"LZTR1"
"34120","Lzts1",1298.1,1338.3,914.9,1466.5,1009.9,861.1,1317.9,992.9,1109.4,1409.9,877.2,1194.2,"LZTS1"
"34121","Lzts2",1134,1028.9,613.3,1124.8,907.9,1148.2,924.4,627.8,982.4,904.3,1105,1236.7,"LZTS2"
"34122","Lzts3",7541.8,6176.7,7463.5,6778,8029.5,8927.2,6960.8,6674.6,7402.8,7975.8,7916.8,7519.9,"LZTS3"
"34123","M1ap",0.9,4.4,0,2.4,1.2,1.1,1.8,2,3,0,0,3.9,"M1AP"
"34124","M5C1000I18Rik",122.3,140,88.5,109.6,200.3,132.9,131.8,104.5,106.7,168.9,155.9,163.4,"M5C1000I18RIK"
"34125","M6pr",1688.7,1770.2,1511.7,1609.3,1559.8,1663.8,1701.3,1546,1581.8,1556.8,1637.5,1581.9,"M6PR"
"34126","M6pr-ps",1.9,0,0.9,4.1,1.2,0,0,5,1,0,1.2,1,"M6PR-PS"
"34127","Maats1",82.5,138.9,53.5,113.6,71.6,109.5,67.3,69.6,62,61,108.4,131.5,"MAATS1"
"34128","Maats1os",0,0,0,0,0,0,0,0,0,0,0,0,"MAATS1OS"
"34129","Mab21l1",68.3,16.4,34.1,39,47.3,27.6,4.6,54.7,26.4,13,8.5,28,"MAB21L1"
"34130","Mab21l2",5.7,12,1.8,4.9,3.6,5.3,1.8,4,3,11,3.7,3.9,"MAB21L2"
"34131","Mab21l3",0.9,1.1,1.8,0.8,0,1.1,0,3,0,0,1.2,0,"MAB21L3"
"34132","Macc1",4.7,0,1.8,1.6,2.4,3.2,0.9,4,6.1,1,0,1,"MACC1"
"34133","Macf1",7211.9,7253.8,8332.3,7596,7075.4,6941.3,7541.4,8751,6668.3,6299.1,6989.6,7198.9,"MACF1"
"34134","Macrod1",312,250.4,138.3,197.2,276.8,345.5,306,171.1,279.4,303.8,367.9,275.6,"MACROD1"
"34135","Macrod2",850.5,785.1,989.7,801.8,917.7,701.7,871.8,998.9,789.4,878.3,863.8,831.6,"MACROD2"
"34136","Macrod2os1",0,0,0,0,0,0,0,0,0,0,0,0,"MACROD2OS1"
"34137","Macrod2os2",0,0,0,0,0,0,0,0,0,0,0,0,"MACROD2OS2"
"34138","Mad1l1",369.8,321.5,436.3,469.1,413.9,513.5,431.3,474.6,435.8,405.7,424,381.9,"MAD1L1"
"34139","Mad2l1",128,147.6,169.7,155.8,155.4,135,128.1,199,126,149.9,131.6,112.2,"MAD2L1"
"34140","Mad2l1bp",88.2,125.7,81.2,77.1,87.4,118,116.1,65.7,122.9,106.9,106,90.9,"MAD2L1BP"
"34141","Mad2l2",169.7,185.9,188.2,225.6,189.4,221.1,187.1,236.8,194,211.8,205.9,162.4,"MAD2L2"
"34142","Madcam1",0.9,0,0,2.4,2.4,0,2.8,0,1,2,2.4,0,"MADCAM1"
"34143","Madd",4675.5,4507.1,4115.4,4246,5229.2,4169.7,4511.2,3234.3,3509.9,4717.3,4270.3,4967.2,"MADD"
"34144","Maea",1206.1,1300.1,994.3,1185.7,1221.1,1369.3,1299.5,941.2,1201.8,1481.8,1314.6,1367.3,"MAEA"
"34145","Mael",0,1.1,2.8,3.2,0,6.4,2.8,6,0,0,0,2.9,"MAEL"
"34146","Maf",590.7,578.4,852.2,780.7,490.4,468.8,429.5,843.7,611.6,500.6,441,592.7,"MAF"
"34147","Maf1",936.8,915.2,664.1,798.6,933.4,1078,970.4,637.7,1051.5,1116.1,1145.2,956.3,"MAF1"
"34148","Mafa",21.8,20.8,50.7,26,36.4,38.3,31.3,30.8,38.6,44,40.2,31.9,"MAFA"
"34149","Mafb",445.6,331.3,518.3,520.2,398.1,414.6,295.8,468.6,352.5,386.7,314.3,357.8,"MAFB"
"34150","Maff",22.8,17.5,14.8,52.8,10.9,11.7,9.2,20.9,23.4,20,29.2,30,"MAFF"
"34151","Mafg",2008.2,1957.2,1439.8,1891.7,1769.8,1957.3,1795.3,1446.6,1913.9,1746.6,2087,1873,"MAFG"
"34152","Mafk",220,248.2,264.7,298.6,298.6,262.6,262.7,216.9,251.9,274.8,241.2,295.9,"MAFK"
"34153","Mag",3978.6,3964.7,3085.2,4144.5,3555.3,5494.3,4066.1,2922,3697.9,3833,3618.5,4334.8,"MAG"
"34154","Magea1",0,0,0,0,0,0,0,0,0,0,0,0,"MAGEA1"
"34155","Magea10",0,0,0,0,0,0,0,0,0,0,0,0,"MAGEA10"
"34156","Magea2",0,0,0,0,0,0,0,0,0,0,0,0,"MAGEA2"
"34157","Magea3",0,0,0,0,0,0,0,0,0,0,0,0,"MAGEA3"
"34158","Magea4",0,0,0,0,0,0,0,0,0,0,0,0,"MAGEA4"
"34159","Magea5",0,0,0,0,0,0,0,0,0,0,0,0,"MAGEA5"
"34160","Magea6",0,0,0,0,0,0,0,0,0,0,0,0,"MAGEA6"
"34161","Magea7-ps",0,0,0,0,0,0,0,0,0,0,0,0,"MAGEA7-PS"
"34162","Magea8",0,0,0,0,0,0,0,0,0,0,0,0,"MAGEA8"
"34163","Magea9-ps",0,0,0,0,0,0,0,0,0,0,0,0,"MAGEA9-PS"
"34164","Mageb1",0,0,0,0,0,0,0,0,0,0,0,0,"MAGEB1"
"34165","Mageb10-ps",0,0,0,0,0,0,0,0,0,0,0,0,"MAGEB10-PS"
"34166","Mageb16",0,0,0,0,0,0,0,0,0,0,0,0,"MAGEB16"
"34167","Mageb16-ps1",0,0,0,0,0,0,0,0,0,0,0,0,"MAGEB16-PS1"
"34168","Mageb16-ps2",0,0,0,0,0,0,0,0,0,0,0,0,"MAGEB16-PS2"
"34169","Mageb17-ps",0,0,0,0,0,0,0,0,0,0,0,0,"MAGEB17-PS"
"34170","Mageb18",0.9,0,0.9,0,0,0,0,0,3,0,0,0,"MAGEB18"
"34171","Mageb2",0,0,0,0,0,0,0,0,0,0,0,0,"MAGEB2"
"34172","Mageb3",3.8,6.6,0,0,1.2,2.1,3.7,0,3,0,0,1.9,"MAGEB3"
"34173","Mageb4",0,0,0,0,0,0,0,0,0,0,0,0,"MAGEB4"
"34174","Mageb5",0,0,0,0,0,0,0,0,0,0,0,0,"MAGEB5"
"34175","Mageb6-ps",0,0,0,0,0,0,0,0,0,0,0,0,"MAGEB6-PS"
"34176","Mageb7-ps",0,0,0,0,0,0,0,0,0,0,0,0,"MAGEB7-PS"
"34177","Mageb8-ps",0,0,0,0,0,0,0,0,0,0,0,0,"MAGEB8-PS"
"34178","Maged1",12642.1,13657.9,11157.4,13679.3,14039.2,13749.7,14399.9,10610.4,10773.6,17298.6,13434.7,14127,"MAGED1"
"34179","Maged2",773.7,866,825.5,881.3,883.7,825,811,733.2,703,971.2,757.8,789,"MAGED2"
"34180","Magee1",2501.3,2720.4,2727.3,2731.6,3035.8,2485.6,2708.6,2453.4,2074.5,2985.7,2317.3,2453.1,"MAGEE1"
"34181","Magee2",163.1,142.1,197.4,122.5,200.3,189.2,226.7,157.2,146.3,176.9,237.6,177,"MAGEE2"
"34182","Mageh1",418.1,417.7,294.2,375.7,422.4,511.4,540.1,315.4,403.3,530.6,483.7,424.5,"MAGEH1"
"34183","Magel2",36,167.3,75.6,260.5,66.8,108.4,316.1,63.7,76.2,223.8,74.3,136.3,"MAGEL2"
"34184","Magi1",1633.7,1479.4,1579,1528.9,1437.2,1332.1,1529.9,2039.5,1563.5,1478.9,1388.9,1497.8,"MAGI1"
"34185","Magi2",2471,2591.4,3507.6,3036.8,2895,2105,2283.7,3491,1978,2543,1938.4,2474.4,"MAGI2"
"34186","Magi3",1111.3,1143.7,1351.2,1025,1270.9,852.6,1085.6,1442.6,1096.2,1124.1,930.8,1080.1,"MAGI3"
"34187","Magix",13.3,9.8,9.2,21.1,20.6,33,12,9.9,24.4,3,8.5,11.6,"MAGIX"
"34188","Magoh",267.4,257,300.7,191.5,245.2,229.6,287.5,398,332.2,233.8,258.3,234,"MAGOH"
"34189","Magohb",66.4,72.2,42.4,40.6,55.8,58.5,66.4,77.6,66,63,81.6,48.3,"MAGOHB"
"34190","Magt1",242.7,267.9,272.1,292.2,228.2,216.9,229.5,229.8,234.7,210.8,218.1,329.7,"MAGT1"
"34191","Majin",0,0,0.9,4.1,1.2,1.1,0,3,2,1,1.2,0,"MAJIN"
"34192","Mak",66.4,75.4,75.6,65.7,63.1,48.9,67.3,79.6,54.9,38,53.6,77.4,"MAK"
"34193","Mak16",458,481.1,493.4,442.3,508.6,448.6,560.3,466.6,617.7,524.6,476.4,456.4,"MAK16"
"34194","Mal",6722.6,4852.6,6257.1,5421.1,4390.4,5312.5,5173.8,9076.3,6308.7,4923.2,4521.3,5399.4,"MAL"
"34195","Mal2",3356.6,3314.2,4689.1,3119.6,3782.3,3184.1,3495.6,4884.9,4019.9,4216.7,3366.3,2826.4,"MAL2"
"34196","Malat1",10684.1,13806.6,14097.8,8401.9,7421.4,9578.9,8263,15606.7,10885.3,8472.4,9378.8,10883.9,"MALAT1"
"34197","Mall",24.7,15.3,22.1,40.6,25.5,13.8,7.4,35.8,15.2,12,9.7,19.3,"MALL"
"34198","Malrd1",0,0,0,0,0,0,0,0,0,0,0,1,"MALRD1"
"34199","Malsu1",118.5,135.6,159.6,150.9,120.2,164.8,153,119.4,145.3,157.9,180.3,124.7,"MALSU1"
"34200","Malt1",289.2,316,412.3,357.1,343.5,325.3,291.2,535.2,368.8,247.8,336.3,256.2,"MALT1"
"34201","Mamdc2",33.2,52.5,38.7,77.1,37.6,36.1,29.5,48.7,34.5,22,14.6,69.6,"MAMDC2"
"34202","Mamdc4",62.6,71.1,41.5,70.6,88.6,88.2,59,54.7,74.2,58,80.4,86.1,"MAMDC4"
"34203","Maml1",309.1,346.6,373.5,401.7,358.1,387,258,328.3,296.6,371.7,350.9,367.4,"MAML1"
"34204","Maml2",483.6,609,416.9,417.1,746.5,501.8,498.6,457.6,496.8,558.6,543.4,595.6,"MAML2"
"34205","Maml3",244.6,299.6,238,257.3,228.2,260.5,233.2,202,205.2,222.8,214.4,296.9,"MAML3"
"34206","Mamld1",1241.2,1524.2,1888.9,1838.1,1732.1,1323.6,1318.8,1854.5,1123.6,1624.7,1220.8,1526.8,"MAMLD1"
"34207","Mamstr",51.2,29.5,88.5,60.1,64.3,37.2,65.4,67.7,43.7,37,43.9,42.5,"MAMSTR"
"34208","Man1a",1001.3,1210.4,1134.5,995.8,1051.2,798.4,1210.1,1040.6,1041.3,1120.1,1066,881.9,"MAN1A"
"34209","Man1a2",1665,1560.3,1970.1,1534.6,1547.6,1163.1,1419.3,1824.6,1393.8,1486.8,1454.7,1519.1,"MAN1A2"
"34210","Man1b1",1307.5,1317.6,1049.6,1253,1289.1,1366.1,1408.2,1049.6,1289.2,1486.8,1341.4,1545.2,"MAN1B1"
"34211","Man1c1",797.4,597,773.8,733.6,648.2,803.7,592.6,656.6,755.8,684.5,622.6,713.6,"MAN1C1"
"34212","Man2a1",406.8,370.7,436.3,315.7,316.8,244.5,267.3,394,335.2,229.8,294.8,301.7,"MAN2A1"
"34213","Man2a2",5530.7,5773.3,5053.4,5669.4,6162.6,6147.1,6027.2,4982.4,5029.7,5805.5,6173.3,6039.5,"MAN2A2"
"34214","Man2b1",1339.8,1355.8,1246.1,1452.7,1348.6,1415,1292.1,1052.6,1173.4,1185.1,1226.9,1389.5,"MAN2B1"
"34215","Man2b2",803.1,914.1,632.7,1098.8,829,916.4,763.1,643.7,712.1,839.3,755.4,907,"MAN2B2"
"34216","Man2c1",2335.4,2107,1708.1,2176.5,2220.1,2674.9,2347.3,1815.7,2230.9,2334.2,2693.8,2449.3,"MAN2C1"
"34217","Man2c1os",20.9,10.9,15.7,17,26.7,18.1,26.7,13.9,16.3,23,24.4,10.6,"MAN2C1OS"
"34218","Manba",237,193.5,160.5,243.5,196.6,243.5,196.3,172.1,172.7,184.9,166.9,206.9,"MANBA"
"34219","Manbal",723.5,620,476.8,713.3,622.7,762.3,736.4,491.5,792.4,792.4,815.1,619.8,"MANBAL"
"34220","Manea",704.5,566.4,689.9,555.1,681,508.2,603.6,766.1,644.1,553.6,575.1,592.7,"MANEA"
"34221","Maneal",1189,1127.3,1169.5,1073.7,1361.9,1181.2,1182.4,1165,1136.8,1419.9,1183,1066.5,"MANEAL"
"34222","Manf",756.6,620,719.4,754.7,597.2,607.1,501.3,661.6,631.9,633.5,799.2,869.3,"MANF"
"34223","Mannr",0.9,0,0,0,0,1.1,1.8,4,0,0,2.4,0,"MANNR"
"34224","Mansc1",180.2,146.5,235.2,203.7,180.9,156.3,143.8,279.6,149.3,178.9,145,142.1,"MANSC1"
"34225","Mansc4",19.9,14.2,0,17.9,4.9,5.3,4.6,5,3,1,8.5,16.4,"MANSC4"
"34226","Maoa",488.3,499.7,519.3,429.3,478.3,392.3,479.2,549.2,533.3,393.7,464.2,448.7,"MAOA"
"34227","Maob",639.1,655,595.8,625.7,488,626.2,599,751.1,623.8,497.6,489.8,672,"MAOB"
"34228","Map10",61.6,67.8,51.7,65.7,46.1,67,102.3,55.7,49.8,65.9,60.9,74.5,"MAP10"
"34229","Map1a",39793.3,39357.7,44350,44380.6,46840.6,34136.5,33397.7,38175.5,33963.5,42653.8,30324.5,39819.7,"MAP1A"
"34230","Map1b",20872.3,23528.2,30422.9,24699.2,23692.8,18725.2,20512.9,30793.5,19739.9,22181.8,18040,21580.2,"MAP1B"
"34231","Map1lc3a",1760.8,1746.2,849.5,1533,1446.9,2297.5,1514.2,839.7,2336.6,1902.5,2150.4,1610,"MAP1LC3A"
"34232","Map1lc3b",3848.7,3061.6,4093.3,3768.8,3829.6,4221.7,3443.1,4273,3980.3,4129.8,3642.8,3557.4,"MAP1LC3B"
"34233","Map1s",1599.6,1677.3,1356.7,1905.5,1880.2,2245.4,1764.9,1328.2,1559.4,2318.2,2006.6,1753.1,"MAP1S"
"34234","Map2",18811.9,19520.8,22238.2,18482.8,18956.4,13040.5,18490.9,22003.7,17136.1,17258.6,15708.1,18730.7,"MAP2"
"34235","Map2k1",3562.3,3787.6,3094.4,3073.3,3920.7,3785.9,4339.8,2942.9,3154.4,4137.8,4527.4,3783.7,"MAP2K1"
"34236","Map2k2",1358.7,1501.3,747.1,1308.2,1360.7,1909.4,1423.9,643.7,1417.2,1546.8,1772.7,1459.1,"MAP2K2"
"34237","Map2k3",245.6,241.6,195.5,237,219.7,260.5,208.3,149.2,244.8,248.8,286.3,244.6,"MAP2K3"
"34238","Map2k3os",16.1,17.5,22.1,17,21.8,23.4,17.5,19.9,11.2,27,17.1,8.7,"MAP2K3OS"
"34239","Map2k4",4012.7,4068.6,5827.3,5161.4,5361.5,4702.3,4613.5,5695.7,4263.7,5068.1,4485.9,4284.5,"MAP2K4"
"34240","Map2k5",728.2,632,732.3,596.5,719.8,701.7,683.8,631.7,741.6,756.4,684.7,624.6,"MAP2K5"
"34241","Map2k6",216.2,200.1,269.3,243.5,212.4,177.5,171.4,275.6,180.8,191.9,160.8,212.7,"MAP2K6"
"34242","Map2k7",1750.3,1449.9,1889.8,1716.4,1663,1999.8,1664.4,1767.9,1695.5,1672.7,1748.3,1631.2,"MAP2K7"
"34243","Map2k7",0,0,0,0,0,0,0,0,0,0,0,0,"MAP2K7"
"34244","Map3k1",216.2,258,241.6,213.4,216.1,193.5,183.4,241.8,223.5,176.9,185.2,274.6,"MAP3K1"
"34245","Map3k10",3385,3100.9,2871.2,4217.6,3817.5,4762.9,3403.5,2978.7,3750.7,4363.6,3934,3574.8,"MAP3K10"
"34246","Map3k11",572.7,642.9,600.4,805,619.1,882.4,608.3,503.4,688.8,791.4,723.7,694.3,"MAP3K11"
"34247","Map3k12",2895.7,2764.2,2771.6,2952.4,3169.3,3145.8,2966.6,2522,2863.8,3091.6,3043.4,2932.7,"MAP3K12"
"34248","Map3k13",616.3,571.9,647.5,624.1,577.8,358.3,362.2,566.1,349.5,482.6,367.9,586,"MAP3K13"
"34249","Map3k14",124.2,168.4,130,180.2,117.7,140.3,123.5,102.5,141.2,148.9,148.6,130.5,"MAP3K14"
"34250","Map3k15",83.4,124.6,40.6,108.7,95.9,94.6,56.2,43.8,73.1,52,106,120.9,"MAP3K15"
"34251","Map3k19",102.4,108.2,109.8,164.7,88.6,90.4,95.8,76.6,87.4,91.9,121.8,186.6,"MAP3K19"
"34252","Map3k2",531,538,795,521.8,473.4,345.5,477.4,729.2,488.6,392.7,380.1,527,"MAP3K2"
"34253","Map3k3",751,780.7,704.7,809.9,778.1,707,646,612.8,689.8,744.4,857.7,709.7,"MAP3K3"
